rank,tier,tic,ra,dec,tmag,teff,logg,rad,rad_err,mass,rho,lumclass,contratio,gaia_dr2,n_sectors,sectors,pred_cdpp_1h_ppm,pred_rmin_p1_rearth,pred_rmin_p5_rearth,pred_rmin_p10_rearth,reason
670,1,238008344,102.684322352911,-51.93135975061,13.1792,3239.0,4.9743,0.259116,0.00774563,0.230791,13.2659,DWARF,0.0110158576,5498849828822159488,9,2 6 7 8 12 29 33 34 35,2276,1.2,1.59,1.79,"late M dwarf, R 0.26 R_sun, Teff 3239 K, Tmag 13.18; 9 TGLC sectors (S2-S35); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
671,1,150142207,92.6756991776343,-62.5257974821184,13.3072,3340.0,4.88487,0.338973,0.0101595,0.321461,8.2534,DWARF,0.0107556637,5481023618599310720,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,2443,1.2,1.59,1.79,"M dwarf, R 0.34 R_sun, Teff 3340 K, Tmag 13.31; 26 TGLC sectors (S1-S39); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
672,1,220434149,73.5729639395553,-54.4377244937559,13.4476,3425.0,4.99406,0.244319,0.00735044,0.214737,14.7243,DWARF,0.005949592,4776849505487860992,10,3 4 5 6 13 30 31 32 33 36,2650,1.2,1.59,1.79,"late M dwarf, R 0.24 R_sun, Teff 3425 K, Tmag 13.45; 10 TGLC sectors (S3-S36); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
673,1,284596951,178.144049051807,54.3804986473164,13.5512,3183.0,5.07512,0.193914,0.00583747,0.16303,22.3584,DWARF,0.0008400654,840906772097185152,5,15 21 22 41 48,2823,1.21,1.59,1.8,"late M dwarf, R 0.19 R_sun, Teff 3183 K, Tmag 13.55; 5 TGLC sectors (S15-S48); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
674,1,232611960,258.92181886475,61.7303275147954,13.6658,3391.0,4.93393,0.292639,0.00872306,0.268241,10.7036,DWARF,0.04025704,1438509135842080128,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,3036,1.21,1.59,1.79,"late M dwarf, R 0.29 R_sun, Teff 3391 K, Tmag 13.67; 24 TGLC sectors (S14-S55); contamination 0.04 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
675,1,298049839,191.334706816582,79.4918956786023,13.8302,2895.0,5.05337,0.205944,0.00749526,0.174904,20.0241,DWARF,0.00026587132,1717718092103105024,9,14 20 21 26 40 41 47 48 53,3389,1.2,1.59,1.79,"late M dwarf, R 0.21 R_sun, Teff 2895 K, Tmag 13.83; 9 TGLC sectors (S14-S53); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
676,1,55525252,72.6253088594247,-59.980436648227,13.9382,3291.0,4.96282,0.268202,0.00814654,0.240809,12.4821,DWARF,0.042309083,4761845294937255040,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,3654,1.2,1.59,1.79,"late M dwarf, R 0.27 R_sun, Teff 3291 K, Tmag 13.94; 26 TGLC sectors (S1-S39); contamination 0.04 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
677,1,260267400,94.0380720292186,-57.2832588261792,13.9464,3304.0,4.96398,0.267262,0.00820167,0.239767,12.5597,DWARF,0.07842886,5495709726691607936,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,3676,1.2,1.59,1.79,"late M dwarf, R 0.27 R_sun, Teff 3304 K, Tmag 13.95; 26 TGLC sectors (S1-S39); contamination 0.08 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
678,1,116501172,233.680214924064,46.8225328553288,14.0836,2923.0,5.18222,0.146729,0.00433445,0.11945,37.8128,DWARF,0.000389260327,1401010777109328128,4,23 24 50 51,4063,1.21,1.59,1.8,"late M dwarf, R 0.15 R_sun, Teff 2923 K, Tmag 14.08; 4 TGLC sectors (S23-S51); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
679,1,268336998,116.372599193503,-48.2584268574448,14.0889,2855.0,5.18546,0.145546,0.00437807,0.11841,38.405,DWARF,0.07006031,5518349869403884928,4,7 8 34 35,4079,1.2,1.59,1.79,"late M dwarf, R 0.15 R_sun, Teff 2855 K, Tmag 14.09; 4 TGLC sectors (S7-S35); contamination 0.07 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
680,1,141680143,89.8653632758724,-75.8458638519284,14.2143,3273.0,5.00255,0.238283,0.00724296,0.20829,15.3953,DWARF,0.02274205,4648427509440994816,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,4487,1.2,1.59,1.79,"late M dwarf, R 0.24 R_sun, Teff 3273 K, Tmag 14.21; 26 TGLC sectors (S1-S39); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
681,1,349269924,108.974959668599,-61.0877414333675,14.6955,3071.0,5.08476,0.188889,0.0057938,0.158164,23.4686,DWARF,0.0494115762,5292956621434376704,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,6695,1.21,1.59,1.79,"late M dwarf, R 0.19 R_sun, Teff 3071 K, Tmag 14.70; 26 TGLC sectors (S1-S39); contamination 0.05 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
682,1,55650296,73.877655903793,-63.1958777008982,14.742,3068.0,5.09467,0.183915,0.00568361,0.153403,24.6594,DWARF,0.0584600121,4664858954801114624,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,6979,1.2,1.59,1.79,"late M dwarf, R 0.18 R_sun, Teff 3068 K, Tmag 14.74; 26 TGLC sectors (S1-S39); contamination 0.06 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
683,1,272781143,237.89447110828,71.2868100025413,14.8034,3023.0,5.14008,0.163261,0.00498205,0.134207,30.841,DWARF,0.00393235032,1648154052998470528,19,14 15 16 17 19 20 21 22 23 26 40 41 47 48 49 50 52 53 54,7378,1.21,1.59,1.8,"late M dwarf, R 0.16 R_sun, Teff 3023 K, Tmag 14.80; 19 TGLC sectors (S14-S54); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
684,1,167695269,102.881776870234,-64.0080908764049,13.0005,3381.0,4.85084,0.374032,0.0112352,0.3619,6.91612,DWARF,0.06361286,5286246508128728960,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,2076,1.21,1.6,1.8,"M dwarf, R 0.37 R_sun, Teff 3381 K, Tmag 13.00; 26 TGLC sectors (S1-S39); contamination 0.06 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
685,1,158534002,221.231768780631,56.1886901629734,13.0067,3324.0,4.99321,0.244932,0.00729577,0.215396,14.6589,DWARF,0.00300464756,1607654744779970688,6,15 16 22 23 49 50,2083,1.21,1.6,1.8,"late M dwarf, R 0.24 R_sun, Teff 3324 K, Tmag 13.01; 6 TGLC sectors (S15-S50); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
686,1,160536227,241.680621636701,77.5584062624136,13.04,3343.0,4.90192,0.322236,0.00969911,0.302133,9.02976,DWARF,5.22198843e-06,1707483597353517952,16,14 15 19 20 21 22 25 26 40 41 47 48 49 52 53 55,2118,1.21,1.6,1.8,"M dwarf, R 0.32 R_sun, Teff 3343 K, Tmag 13.04; 16 TGLC sectors (S14-S55); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
687,1,418341995,85.0263250850407,77.6005058981915,13.0478,3228.0,4.99743,0.2419,0.00725382,0.212146,14.9874,DWARF,0.0154224318,552395195847925248,6,19 20 26 40 52 53,2126,1.21,1.6,1.8,"late M dwarf, R 0.24 R_sun, Teff 3228 K, Tmag 13.05; 6 TGLC sectors (S19-S53); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
688,1,341417608,119.946249996244,-54.7671199576881,13.0922,3126.0,5.00213,0.238574,0.00729061,0.208599,15.3618,DWARF,0.0105330469,5296211588171838720,6,7 8 9 34 35 36,2175,1.21,1.6,1.8,"late M dwarf, R 0.24 R_sun, Teff 3126 K, Tmag 13.09; 6 TGLC sectors (S7-S36); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
689,1,457040400,105.294547858831,15.9744581380628,13.1524,3121.0,5.04841,0.208825,0.00625419,0.177792,19.5238,DWARF,0.00635415362,3360830570757640960,4,6 33 44 45,2244,1.21,1.6,1.81,"late M dwarf, R 0.21 R_sun, Teff 3121 K, Tmag 13.15; 4 TGLC sectors (S6-S45); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
690,1,14326626,163.124557293562,-3.55179290998109,13.201,3277.0,5.08537,0.188581,0.00574458,0.157868,23.5397,DWARF,0.0754734352,3801460405340703488,3,9 45 46,2303,1.21,1.6,1.8,"late M dwarf, R 0.19 R_sun, Teff 3277 K, Tmag 13.20; 3 TGLC sectors (S9-S46); contamination 0.08 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
691,1,43434316,261.406952889968,20.7902223071528,13.2161,3089.0,5.05728,0.203708,0.00609886,0.172673,20.4268,DWARF,0.000855899649,4555160366163051904,4,25 26 52 53,2322,1.21,1.6,1.8,"late M dwarf, R 0.20 R_sun, Teff 3089 K, Tmag 13.22; 4 TGLC sectors (S25-S53); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
692,1,290547904,4.58089876174781,-82.1208956881912,13.2294,3320.0,5.05736,0.203662,0.00612966,0.172627,20.4352,DWARF,0.0293776654,4630867449747185280,4,1 13 27 39,2339,1.21,1.6,1.8,"late M dwarf, R 0.20 R_sun, Teff 3320 K, Tmag 13.23; 4 TGLC sectors (S1-S39); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
693,1,102678706,62.1403172199432,70.8186743428417,13.5176,3093.0,5.06838,0.197533,0.00586915,0.166569,21.611,DWARF,0.03548316,494269170049198080,5,19 25 26 52 53,2765,1.22,1.6,1.81,"late M dwarf, R 0.20 R_sun, Teff 3093 K, Tmag 13.52; 5 TGLC sectors (S19-S53); contamination 0.04 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
694,1,38381574,8.6353933455928,-6.83631797385693,13.7291,3084.0,5.12343,0.170451,0.00512598,0.140785,28.4287,DWARF,0.00296033453,2526535028932107520,4,3 30 42 43,3165,1.21,1.6,1.8,"late M dwarf, R 0.17 R_sun, Teff 3084 K, Tmag 13.73; 4 TGLC sectors (S3-S43); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
695,1,237931397,58.6058055861412,-62.351901277027,13.7568,3166.0,5.01205,0.23175,0.00703245,0.201384,16.1795,DWARF,0.02551567,4679533621098843776,12,1 2 3 4 8 11 28 29 30 31 34 38,3224,1.21,1.6,1.8,"late M dwarf, R 0.23 R_sun, Teff 3166 K, Tmag 13.76; 12 TGLC sectors (S1-S38); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
696,1,232623570,268.676111357451,56.6373504332282,13.903,3263.0,4.96391,0.267318,0.00808523,0.23983,12.5551,DWARF,0.007845172,1418577567011799808,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,3564,1.21,1.6,1.8,"late M dwarf, R 0.27 R_sun, Teff 3263 K, Tmag 13.90; 24 TGLC sectors (S14-S55); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
697,1,229476105,295.594206892938,60.3058773300535,13.9614,3055.0,5.01767,0.227995,0.00776057,0.19745,16.6602,DWARF,0.01374992,2239072970892020224,15,14 15 16 17 20 21 23 24 40 41 47 50 51 54 55,3715,1.21,1.6,1.8,"late M dwarf, R 0.23 R_sun, Teff 3055 K, Tmag 13.96; 15 TGLC sectors (S14-S55); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
698,1,349059031,107.43745293662,-65.196308336851,14.0154,3309.0,4.9697,0.262711,0.00806617,0.234742,12.9466,DWARF,0.0521238819,5282480577725351424,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,3863,1.22,1.6,1.81,"late M dwarf, R 0.26 R_sun, Teff 3309 K, Tmag 14.02; 26 TGLC sectors (S1-S39); contamination 0.05 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
699,1,289622264,253.963606427892,64.9602396598501,14.0236,3140.0,4.97977,0.25491,0.00773016,0.226194,13.6559,DWARF,0.0518772751,1634995235276417664,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,3887,1.21,1.6,1.8,"late M dwarf, R 0.25 R_sun, Teff 3140 K, Tmag 14.02; 24 TGLC sectors (S14-S55); contamination 0.05 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
700,1,280052249,45.8075957963502,-74.6132327839664,14.0949,2968.0,5.13616,0.164916,0.00498618,0.135712,30.2573,DWARF,0.0106041143,4640451961325570816,6,1 2 13 27 28 29,4097,1.21,1.6,1.8,"late M dwarf, R 0.16 R_sun, Teff 2968 K, Tmag 14.09; 6 TGLC sectors (S1-S29); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
701,1,219038532,207.960939944204,51.7148519099074,14.1336,2918.0,5.16395,0.153626,0.00457218,0.12555,34.6276,DWARF,0.000614347344,1560533078028257792,5,15 16 22 23 49,4218,1.21,1.6,1.8,"late M dwarf, R 0.15 R_sun, Teff 2918 K, Tmag 14.13; 5 TGLC sectors (S15-S49); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
702,1,233093016,272.681201439509,61.0977128544544,14.166,3140.0,5.00106,0.239329,0.00724663,0.209402,15.2755,DWARF,0.06936726,2159002342267455488,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,4323,1.21,1.6,1.8,"late M dwarf, R 0.24 R_sun, Teff 3140 K, Tmag 14.17; 24 TGLC sectors (S14-S55); contamination 0.07 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
703,1,160603678,245.027106299924,76.2009126281222,14.73,3006.0,5.11726,0.173222,0.00518203,0.14335,27.5796,DWARF,0.0274451748,1704115587079372672,20,14 15 16 18 19 20 21 22 23 25 26 40 41 47 48 49 51 52 53 55,6904,1.21,1.6,1.8,"late M dwarf, R 0.17 R_sun, Teff 3006 K, Tmag 14.73; 20 TGLC sectors (S14-S55); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
704,1,149601239,86.8109958785052,-60.1641390254035,14.8843,3267.0,5.12005,0.17196,0.00551419,0.14218,27.9612,DWARF,0.0208566,4758966120659176832,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,7949,1.21,1.6,1.8,"late M dwarf, R 0.17 R_sun, Teff 3267 K, Tmag 14.88; 26 TGLC sectors (S1-S39); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
705,1,139693738,126.644288786089,-46.8528582244114,13.0228,3235.0,5.03314,0.218071,0.0066143,0.187182,18.0497,DWARF,0.0779118538,5516503759327968768,4,8 9 34 35,2100,1.22,1.61,1.81,"late M dwarf, R 0.22 R_sun, Teff 3235 K, Tmag 13.02; 4 TGLC sectors (S8-S35); contamination 0.08 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
706,1,424731131,255.216042603549,62.5863830595906,13.0461,3368.0,4.86024,0.364155,0.0108057,0.350543,7.25909,DWARF,0.0008219147,1630583547948463744,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,2124,1.22,1.61,1.81,"M dwarf, R 0.36 R_sun, Teff 3368 K, Tmag 13.05; 24 TGLC sectors (S14-S55); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
707,1,198557860,238.295269097472,62.5957992750043,13.096,3092.0,4.9179,0.307149,0.0091421,0.284791,9.82831,DWARF,0.005745627,1627909570029879680,14,14 15 16 18 21 22 23 24 41 48 49 50 51 55,2179,1.22,1.61,1.81,"M dwarf, R 0.31 R_sun, Teff 3092 K, Tmag 13.10; 14 TGLC sectors (S14-S55); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
708,1,167603285,101.916041952484,-60.2423094838233,13.1114,3441.0,4.85884,0.365619,0.0109461,0.352229,7.20674,DWARF,0.0027238098,5479997671171467776,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,2196,1.22,1.61,1.81,"M dwarf, R 0.37 R_sun, Teff 3441 K, Tmag 13.11; 26 TGLC sectors (S1-S39); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
709,1,386273417,104.206007515488,13.4926563191872,13.2388,3077.0,5.05683,0.203962,0.00608791,0.172926,20.3804,DWARF,0.0199849568,3353362477325475968,4,6 33 44 45,2351,1.22,1.61,1.81,"late M dwarf, R 0.20 R_sun, Teff 3077 K, Tmag 13.24; 4 TGLC sectors (S6-S45); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
710,1,162618414,245.410077823374,51.1838459943808,13.2713,3125.0,5.01723,0.228291,0.006696,0.197759,16.6215,DWARF,0.01567676,1424452605531410432,6,23 24 25 50 51 52,2394,1.22,1.61,1.82,"late M dwarf, R 0.23 R_sun, Teff 3125 K, Tmag 13.27; 6 TGLC sectors (S23-S52); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
711,1,157838356,203.880076810993,-1.99172510085812,13.2775,3088.0,5.09207,0.1852,0.00558158,0.154627,24.3423,DWARF,0.0009968585,3637670178240157696,3,23 46 50,2402,1.22,1.61,1.81,"late M dwarf, R 0.19 R_sun, Teff 3088 K, Tmag 13.28; 3 TGLC sectors (S23-S50); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
712,1,164955472,104.431141638158,32.9348619199285,13.3106,3118.0,5.06386,0.200013,0.005991,0.16901,21.1221,DWARF,0.0113737108,890966918035817856,4,20 44 45 47,2447,1.22,1.61,1.82,"late M dwarf, R 0.20 R_sun, Teff 3118 K, Tmag 13.31; 4 TGLC sectors (S20-S47); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
713,1,167344359,98.8667222301322,-70.3568667716496,13.372,3271.0,4.88622,0.337624,0.010281,0.319901,8.31219,DWARF,0.00349369622,5278820475316249600,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,2535,1.22,1.61,1.82,"M dwarf, R 0.34 R_sun, Teff 3271 K, Tmag 13.37; 26 TGLC sectors (S1-S39); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
714,1,167042170,95.3049967858654,-71.4300852956587,13.3943,3389.0,4.89038,0.333488,0.0101733,0.315121,8.49643,DWARF,0.0163858179,5266356102270735232,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,2568,1.22,1.61,1.81,"M dwarf, R 0.33 R_sun, Teff 3389 K, Tmag 13.39; 26 TGLC sectors (S1-S39); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
715,1,230123494,250.721406527805,67.8430297951158,13.4089,3356.0,4.8988,0.325252,0.00969138,0.305611,8.88196,DWARF,0.0161163919,1648512321989969408,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,2590,1.22,1.61,1.82,"M dwarf, R 0.33 R_sun, Teff 3356 K, Tmag 13.41; 24 TGLC sectors (S14-S55); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
716,1,259131513,291.881869129646,70.8533848134952,13.4251,3392.0,4.90113,0.322991,0.00967345,0.303004,8.99243,DWARF,0.004123732,2263424164148923136,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,2615,1.22,1.61,1.81,"M dwarf, R 0.32 R_sun, Teff 3392 K, Tmag 13.43; 24 TGLC sectors (S14-S55); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
717,1,180695497,201.281308668572,39.4705925541217,13.6096,3145.0,5.13596,0.165001,0.00490388,0.135789,30.2277,DWARF,0.00106749893,1476536402620007680,3,22 23 49,2929,1.22,1.61,1.81,"late M dwarf, R 0.17 R_sun, Teff 3145 K, Tmag 13.61; 3 TGLC sectors (S22-S49); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
718,1,355867542,153.570245615296,65.2822099811421,13.6409,3157.0,5.0636,0.200161,0.00605353,0.169156,21.0935,DWARF,0.0003056514,1065684435288999936,6,14 21 40 41 47 48,2988,1.22,1.61,1.82,"late M dwarf, R 0.20 R_sun, Teff 3157 K, Tmag 13.64; 6 TGLC sectors (S14-S48); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
719,1,306262188,30.8695491210289,21.5713161485061,13.7208,2893.0,5.15319,0.157878,0.00469735,0.12935,32.8701,DWARF,0.00271569681,94546596851142400,3,17 42 43,3148,1.22,1.61,1.81,"late M dwarf, R 0.16 R_sun, Teff 2893 K, Tmag 13.72; 3 TGLC sectors (S17-S43); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
